0.041604,0.034632,0.027575,0.022582,0.017597,0.0182,0.0093451,0.011587
0.047826,0.037819,0.033379,0.023,0.019115,0.0163,0.010275,0.011122
0.039743,0.031583,0.033578,0.022208,0.021058,0.020785,0.010927,0.010662
0.037637,0.023035,0.031013,0.023367,0.016381,0.014692,0.010431,0.012447
0.025604,0.022263,0.030314,0.022726,0.018046,0.01609,0.010087,0.010493
0.026896,0.028717,0.037222,0.029023,0.019928,0.017521,0.010736,0.010881
0.033267,0.022731,0.039599,0.023553,0.017347,0.014433,0.0089542,0.011094
0.040516,0.029806,0.036862,0.02666,0.019508,0.015917,0.0096194,0.011829
0.037187,0.032588,0.038717,0.026885,0.017819,0.017069,0.0099826,0.010897
0.046496,0.036062,0.037294,0.024792,0.018512,0.017271,0.0096896,0.0099507
0.039892,0.035812,0.033599,0.027042,0.018075,0.015847,0.011183,0.012103
0.049315,0.039826,0.039269,0.027073,0.017157,0.015587,0.0097812,0.011917
0.043565,0.035,0.04361,0.029511,0.016931,0.015623,0.010354,0.011722
0.056746,0.042419,0.040401,0.029415,0.019444,0.016882,0.0096139,0.013396
0.04785,0.044226,0.049141,0.029293,0.019709,0.016603,0.010357,0.012475
0.038632,0.029833,0.041562,0.025273,0.018294,0.016543,0.0098431,0.011685
0.034279,0.037208,0.047778,0.030279,0.017429,0.016062,0.010033,0.01091
0.030523,0.032993,0.039572,0.028518,0.021487,0.018633,0.010958,0.010562
0.024767,0.024403,0.049382,0.021707,0.018235,0.018387,0.0098972,0.0093889
0.032399,0.036756,0.040087,0.029167,0.020476,0.017396,0.0087847,0.0094264
0.029825,0.032008,0.039304,0.028125,0.021144,0.019312,0.010598,0.010019
0.038221,0.037,0.043683,0.028392,0.018733,0.016437,0.00975,0.010051
0.029924,0.03289,0.042053,0.030904,0.018698,0.018337,0.010445,0.0098958
0.031508,0.031822,0.049801,0.030913,0.017602,0.015454,0.010044,0.009725
0.039128,0.02996,0.044965,0.030437,0.016426,0.016312,0.0098722,0.011329
0.036007,0.028767,0.04501,0.026287,0.018708,0.016831,0.010188,0.0096535
0.034921,0.035131,0.039771,0.026861,0.018833,0.016708,0.0099708,0.010833
0.036142,0.031015,0.045132,0.02544,0.018817,0.016561,0.010508,0.011521
0.037538,0.033247,0.046104,0.028858,0.018632,0.017208,0.010187,0.010199
0.047748,0.040708,0.039438,0.028342,0.022096,0.019427,0.010764,0.012202
0.038946,0.037758,0.0445,0.029749,0.020569,0.019353,0.012167,0.0115
0.037975,0.027583,0.038607,0.028873,0.017565,0.015513,0.0096917,0.010372
0.051549,0.050078,0.040956,0.028337,0.021982,0.019913,0.010696,0.011132
0.035169,0.034929,0.062035,0.03081,0.022534,0.020038,0.011479,0.010437
0.045703,0.040069,0.053655,0.029491,0.023179,0.020657,0.010521,0.010254
0.04489,0.037313,0.06349,0.029778,0.020687,0.017712,0.011231,0.012215
0.044047,0.046146,0.053325,0.023867,0.021122,0.019899,0.011047,0.011529
0.053981,0.046247,0.06205,0.034344,0.025994,0.021192,0.010424,0.012831
0.048194,0.037308,0.05843,0.031292,0.023398,0.02116,0.010771,0.012292
0.056787,0.049321,0.047858,0.031531,0.021626,0.016964,0.010354,0.012215
0.049156,0.045392,0.0451,0.032552,0.026431,0.024333,0.011476,0.012504
0.044792,0.049273,0.054256,0.031158,0.021156,0.019474,0.011313,0.012967
0.046178,0.046182,0.052088,0.038848,0.02331,0.019167,0.01066,0.013154
0.032306,0.036,0.043609,0.031859,0.021437,0.017553,0.0093958,0.0097222
0.02726,0.036415,0.044942,0.028146,0.025085,0.023242,0.010728,0.010381
0.041221,0.052921,0.048184,0.035276,0.027265,0.021125,0.010951,0.011462
0.041265,0.041104,0.048617,0.034146,0.02204,0.019635,0.010187,0.0115
0.033378,0.034406,0.052048,0.030063,0.021503,0.018506,0.0091458,0.0091667
0.040243,0.041783,0.050896,0.033107,0.024487,0.021476,0.010828,0.010451
0.049135,0.042653,0.0465,0.038854,0.025308,0.024349,0.011776,0.011101
0.033169,0.041771,0.054393,0.037611,0.024773,0.022178,0.010957,0.010125
0.041883,0.039037,0.046803,0.037104,0.024767,0.021044,0.011301,0.013394
0.043446,0.039921,0.051247,0.037631,0.022162,0.021368,0.010546,0.01075
0.015306,0.015868,0.045047,0.030729,0.0216,0.019937,0.01005,0.0084153
0.014868,0.018806,0.061942,0.031819,0.030729,0.02864,0.011747,0.0078958
0.020249,0.025258,0.078024,0.031728,0.032383,0.029103,0.011967,0.010944
0.022135,0.024044,0.048494,0.028425,0.023135,0.021614,0.010829,0.0094542
0.022687,0.022298,0.038831,0.02625,0.022201,0.021753,0.0095354,0.0074014
0.02384,0.029067,0.056528,0.026938,0.029041,0.029954,0.01256,0.0095611
0.022192,0.023622,0.041975,0.026646,0.025483,0.023319,0.010765,0.010083
0.022291,0.025004,0.038681,0.026673,0.027212,0.026175,0.010712,0.010063
0.021207,0.024007,0.045321,0.026415,0.026103,0.023458,0.010526,0.0087896
0.023761,0.021229,0.041938,0.026354,0.023751,0.022736,0.011245,0.010271
0.022599,0.023475,0.042445,0.027001,0.026947,0.026563,0.0118,0.010673
0.020524,0.022826,0.044603,0.02554,0.02545,0.022535,0.011081,0.0096792
0.021736,0.022163,0.047183,0.025937,0.0264,0.023698,0.010279,0.0092083
0.023008,0.02501,0.050208,0.029366,0.028626,0.027133,0.010577,0.0095069
0.023821,0.0219,0.051122,0.029821,0.028315,0.026492,0.011176,0.0097917
0.018701,0.018826,0.060971,0.02907,0.024606,0.022758,0.010586,0.0085
0.020933,0.026146,0.05235,0.03084,0.023994,0.024228,0.011029,0.0095889
0.018208,0.018744,0.048483,0.026104,0.021513,0.022376,0.010676,0.0088542
0.014473,0.014447,0.043006,0.022868,0.017965,0.017782,0.0092292,0.0083875
0.017807,0.017979,0.050222,0.025867,0.021035,0.020167,0.0095,0.0086653
0.022816,0.023139,0.049917,0.032058,0.029104,0.024754,0.01074,0.0099201
