0.024921,0.066597,0.12194,0.022298,0.021902,0.026576,0.18911,0.087327
0.022612,0.048324,0.12649,0.0203,0.021853,0.023313,0.17473,0.088663
0.021472,0.055082,0.10643,0.019412,0.019668,0.026535,0.15059,0.087482
0.021741,0.05515,0.10477,0.021137,0.020609,0.028104,0.11702,0.0638
0.021028,0.05356,0.11689,0.021899,0.021696,0.025779,0.17735,0.057758
0.019729,0.059983,0.14196,0.019416,0.023136,0.030179,0.14592,0.092507
0.018425,0.047172,0.10352,0.018376,0.016861,0.018331,0.13063,0.060586
0.019783,0.048147,0.12641,0.017047,0.018522,0.023786,0.13978,0.073965
0.019048,0.047399,0.12807,0.016944,0.017426,0.02459,0.13545,0.090424
0.020267,0.046366,0.1005,0.016592,0.020852,0.021021,0.13846,0.066208
0.020421,0.049075,0.12406,0.018733,0.016826,0.017531,0.1168,0.082034
0.022989,0.049323,0.13669,0.019922,0.020004,0.029988,0.17599,0.10411
0.020805,0.049161,0.15451,0.020504,0.020785,0.021919,0.14123,0.063897
0.01972,0.054225,0.11791,0.018283,0.022281,0.025008,0.12731,0.083854
0.019726,0.054501,0.13132,0.019503,0.019867,0.026451,0.16724,0.078754
0.020144,0.058803,0.11268,0.021993,0.024954,0.028132,0.1678,0.076664
0.023009,0.061142,0.13293,0.019621,0.021843,0.026257,0.13296,0.09775
0.025574,0.055343,0.1331,0.02189,0.021382,0.025249,0.12558,0.10307
0.020217,0.050312,0.11592,0.01893,0.01745,0.023327,0.14557,0.073344
0.024289,0.060333,0.14558,0.019238,0.019761,0.024789,0.14598,0.088811
0.071257,0.10047,0.21684,0.025456,0.027667,0.10547,0.22725,0.10572
0.023047,0.042091,0.1805,0.017793,0.021186,0.055268,0.20908,0.080716
0.027047,0.040133,0.17537,0.021565,0.027782,0.080361,0.17704,0.094904
0.028865,0.035336,0.15859,0.021322,0.020399,0.067615,0.19016,0.083225
0.026306,0.036202,0.15004,0.020422,0.024086,0.050557,0.22104,0.089144
0.029326,0.062518,0.18326,0.023131,0.024062,0.062073,0.2836,0.095735
0.030094,0.043646,0.16214,0.021384,0.020581,0.063163,0.18588,0.071077
0.026933,0.046762,0.18164,0.024584,0.022555,0.059282,0.21971,0.077324
0.027987,0.051784,0.19432,0.020695,0.020253,0.074113,0.19801,0.09316
0.024648,0.079718,0.14432,0.020473,0.021269,0.053974,0.17183,0.098696
0.027246,0.046039,0.15925,0.019219,0.023238,0.046864,0.23356,0.11709
0.027376,0.06883,0.1845,0.021863,0.023925,0.052636,0.19457,0.1057
0.025455,0.061401,0.13405,0.020899,0.023114,0.073987,0.18326,0.089204
0.02749,0.072782,0.15967,0.019913,0.02171,0.073309,0.21998,0.099762
0.032392,0.067314,0.19782,0.02393,0.021422,0.087628,0.23914,0.06906
0.029021,0.068717,0.19354,0.022017,0.024727,0.09708,0.1816,0.070821
0.029811,0.087405,0.18925,0.02548,0.026208,0.083027,0.19025,0.071321
0.027475,0.086813,0.22021,0.024089,0.029111,0.09967,0.17256,0.086422
0.029645,0.099795,0.18113,0.023347,0.021552,0.094131,0.19077,0.10575
0.032068,0.083945,0.21636,0.025851,0.022501,0.092398,0.17147,0.076672
0.079862,0.063921,0.23916,0.031177,0.027509,0.07891,0.31229,0.13826
0.034858,0.063034,0.23298,0.025408,0.02657,0.10053,0.30442,0.091188
0.025705,0.044273,0.18766,0.021843,0.02323,0.047111,0.19863,0.083984
0.036912,0.05533,0.18608,0.02384,0.022104,0.067969,0.27944,0.091311
0.026093,0.066696,0.25042,0.022731,0.025007,0.060662,0.2607,0.09691
0.032546,0.068258,0.19887,0.0233,0.021745,0.096646,0.30216,0.10602
0.037264,0.066034,0.23431,0.02686,0.027978,0.069378,0.25678,0.12741
0.071048,0.077296,0.2348,0.024541,0.027268,0.094785,0.27132,0.10784
0.058511,0.056519,0.22695,0.026267,0.026185,0.054243,0.26662,0.10602
0.029238,0.064559,0.23271,0.026493,0.023301,0.085181,0.29661,0.10334
0.047174,0.058125,0.20071,0.023237,0.02201,0.056272,0.21685,0.095874
0.040392,0.055321,0.19098,0.024309,0.027504,0.068342,0.28705,0.10706
0.048429,0.062306,0.19662,0.026113,0.026256,0.074791,0.25119,0.084674
0.065312,0.061443,0.19842,0.022387,0.022586,0.045051,0.2535,0.11367
0.054008,0.062277,0.18729,0.024852,0.024424,0.087646,0.24549,0.10526
0.022135,0.077796,0.19218,0.025439,0.025246,0.058723,0.22894,0.10145
0.041986,0.05964,0.19444,0.023366,0.022806,0.065663,0.22921,0.088942
0.05197,0.074888,0.21142,0.029093,0.024185,0.0724,0.23752,0.075993
